    "\textsc{DynamicCache}"  Baseline-1  Baseline-5
16	3239.384	3139.617	3153.441
32	6493.838	6153.97	6180.693
64	13948.493	11833.574	12012.407
128	24938.393	22023.125	22484.923
256	40393.849	38432.643	39855.871
