    "\textsc{DynamicCache}"  Baseline-1  Baseline-5
16	42.938	52.156	54.101
32	95.849	109.313	157.962
64	168.584	196.587	280.512
128	378.293	474.185	618.998
256	890.654	1120.654	1480.259
